"x"
"XR_002960501.1"
"gene-LOC100843065"
"XR_001405108.2"
"gene-LOC100823178"
"XR_002964787.1"
"gene-LOC100825075"
"gene-LOC112270984"
"gene-LOC106866330"
"XR_730375.3"
"gene-LOC100826830"
"gene-LOC100830449"
"gene-LOC112269290"
"gene-LOC100845284"
"gene-LOC100826920"
"gene-LOC100828546"
"gene-LOC100841319"
"gene-LOC100845214"
"XR_002962155.1"
"gene-LOC100846683"
"gene-LOC100828219"
"gene-LOC100821479"
"gene-LOC100830402"
"gene-LOC104584778"
"gene-LOC100825215"
"gene-LOC100844910"
"gene-LOC100845467"
"gene-LOC100822036"
"gene-LOC100837253"
"gene-LOC100839865"
"gene-LOC100845172"
"XR_730124.3"
"gene-LOC100842143"
"gene-LOC100838878"
"gene-LOC100822522"
"gene-LOC100826937"
"gene-LOC100846174"
"gene-LOC100842948"
"gene-LOC100837192"
"gene-LOC100846581"
"XR_002961977.1"
"gene-LOC100841773"
"gene-LOC100838618"
"gene-LOC100825550"
"XR_729941.3"
"XR_002966042.1"
"gene-LOC100826117"
"gene-LOC100821673"
"XR_002960502.1"
"gene-LOC100834762"
"gene-BrdiC_p064"
"gene-LOC100845633"
"gene-LOC100829124"
"XR_729658.3"
"gene-LOC100830032"
"gene-LOC112270858"
"gene-LOC100840520"
"gene-LOC100838799"
"XR_002962468.1"
"gene-LOC100842115"
"XR_001407503.2"
"XR_002966540.1"
"gene-LOC100839462"
"gene-LOC100830327"
"XR_002963482.1"
"gene-LOC112271627"
"gene-LOC100844346"
"gene-LOC100828098"
"gene-LOC100821530"
"gene-LOC100830393"
"gene-LOC100846597"
"gene-LOC100832894"
"gene-LOC100824531"
"gene-LOC100832808"
"gene-LOC100833664"
"gene-LOC100829096"
"gene-LOC100842307"
"gene-LOC100842052"
"XR_733175.3"
"gene-LOC100843109"
"gene-LOC100831834"
"gene-LOC100845871"
"gene-LOC100826597"
"gene-LOC100836970"
"XR_732993.3"
"gene-LOC100824395"
"gene-LOC100822378"
"gene-LOC100823048"
"XR_732565.3"
"gene-LOC100845333"
"XR_002960146.1"
"gene-LOC100821501"
"XR_002960447.1"
"gene-LOC100830100"
"gene-LOC100829268"
"gene-LOC100825111"
"gene-LOC104584616"
"gene-LOC100826640"
"XR_002962459.1"
"XR_731198.3"
"gene-LOC100843189"
"gene-LOC100844174"
"gene-LOC100822967"
"gene-LOC104581744"
"gene-LOC100841352"
"gene-LOC100823940"
"gene-LOC100839425"
"gene-LOC100821543"
"XR_733162.3"
"gene-LOC100846821"
"gene-LOC100826807"
"gene-LOC100831867"
"XR_729567.3"
"gene-LOC100834829"
"gene-LOC100840503"
"gene-LOC100832807"
"gene-LOC100833152"
"gene-LOC100835687"
"XR_002961214.1"
"gene-LOC106866549"
"gene-LOC100822080"
"gene-LOC104582838"
"gene-LOC100825609"
"XR_002965431.1"
"gene-LOC100843753"
"gene-LOC100825861"
"gene-LOC100838814"
"XR_002962461.1"
"gene-LOC100842838"
"gene-LOC100830144"
"gene-LOC100827295"
